age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,income_missing,join_year,join_month,join_day,join_weekday,education_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,transaction_quantile,transaction_cluster,income_standard,income_minmax,income_maxabs,debt_to_income,avg_monthly_transactions,spending_income_ratio,loan_log,loan_sqrt,loan_reciprocal,income_boxcox
28.0,Male,Graduate,Self-Employed,354435.44,68257.61,683.3,1,439,18.38,0,0,2023,1,28,5,3,1,False,False,False,False,True,False,False,0,3,1,-0.4665815547618293,0.09735383692749502,0.14091059471110778,0.19258067821694633,73.16666666666667,5.185697046274361e-05,11.131058858936633,261.2615739063056,1.4650166477166762e-05,-0.3325386081954494
34.0,Male,Primary,Salaried,431505.24,272866.59,831.7,0,206,25.92,0,0,2022,9,26,0,1,1,True,False,False,True,False,False,False,0,1,0,-0.26905018230465455,0.12954746456854843,0.1715507342870659,0.6323583872159069,34.333333333333336,6.006865624932794e-05,12.516741938192649,522.3663369705212,3.6647811489814527e-06,0.0020062804637840286
48.0,Male,Graduate,Self-Employed,402220.19,29218.79,683.6,1,67,23.93,0,0,2024,4,28,6,3,1,True,False,False,True,False,False,False,0,0,3,-0.3441083259481697,0.11731450178481692,0.15990806725680357,0.07264358697760305,11.166666666666666,5.9494627819086306e-05,10.282601498420549,170.9350461432646,3.422338079774016e-05,-0.11637134707524131
60.0,Male,Graduate,Salaried,305504.23,49690.32,850.0,1,147,19.28,0,0,2024,12,9,0,3,1,False,True,False,True,False,False,False,0,1,0,-0.5919931824978587,0.0769142723410268,0.12145733151306498,0.16264965414831034,24.5,6.310857591537795e-05,10.813585548944678,222.91325667173768,2.0124239001902144e-05,-0.5917035296860452
41.0,Female,Graduate,Salaried,238447.95,96077.95,563.3,0,248,37.7,0,0,2024,11,6,2,3,0,False,False,True,False,False,False,True,0,1,0,-0.7638597115439,0.04890349627421182,0.09479820201429207,0.40292880299955186,41.333333333333336,0.00015810512061386725,11.472925528301143,309.96443344358073,1.040810708276891e-05,-1.0369439090596813
36.0,Male,Secondary,Salaried,1868127.19,165657.54,677.1,1,296,43.02,1,0,2024,10,26,5,2,1,True,False,False,False,False,False,True,3,2,2,3.4130393713934573,0.7296537593722725,0.7426991875837547,0.0886756812978664,49.333333333333336,2.3028398281383467e-05,12.017683960881497,407.0104912652744,6.036513420919923e-06,2.208514086099325
65.0,Male,Post-Graduate,Salaried,350372.83,116170.16,611.3,3,289,26.29,1,0,2025,2,3,0,4,1,False,False,True,False,False,True,False,0,2,2,-0.47699410194708525,0.09565680185551068,0.13929544925280007,0.3315606077086294,48.166666666666664,7.503414281825786e-05,11.66281989982394,340.8374392580721,8.607988419845338e-06,-0.3524456003335848
38.0,Male,Secondary,Salaried,1813848.22,69009.12,635.5,0,184,9.63,0,0,2021,2,2,1,2,1,False,True,False,True,False,False,False,3,1,0,3.2739213324253806,0.7069803263424748,0.7211198501929836,0.03804567614501055,30.666666666666668,5.309151330671246e-06,11.142008439491558,262.6958697810074,1.4490628331033188e-05,2.1686876278513734
67.0,Male,Secondary,Self-Employed,223066.62,52438.51,637.4,0,178,55.44,0,0,2023,7,17,0,2,1,False,False,True,False,False,False,False,0,1,0,-0.8032823547208217,0.04247840096263498,0.08868314659616626,0.23507898636296923,29.666666666666668,0.00024853450267681165,10.867415593821777,228.99456325423972,1.906959084857963e-05,-1.1595733238579977
44.0,Female,Secondary,Unemployed,656209.94,166284.86,616.0,2,329,8.17,0,0,2018,12,16,6,2,0,False,False,True,True,False,False,False,1,2,2,0.30687226447187416,0.22341120160944658,0.2608851217043655,0.2534015357927437,54.833333333333336,1.245026484928764e-05,12.021463634506482,407.780406591587,6.013740434694809e-06,0.6829887783437943
48.0,Female,Primary,Salaried,507770.5,124876.09,835.7,1,417,24.42,0,0,2020,4,3,4,1,0,False,False,True,False,False,False,True,0,3,1,-0.07358086126576155,0.16140501943943333,0.20187101812323438,0.24592969475443185,69.5,4.8092498298939586e-05,11.735085252547533,353.3781119424348,8.007873982329345e-06,0.27143809588092543
45.0,Female,Graduate,Salaried,254442.53,39649.49,808.0,4,115,30.4,0,0,2019,3,14,3,3,0,False,False,True,True,False,False,False,0,0,3,-0.7228652968798411,0.055584758620747556,0.10115706324993597,0.15582824998537004,19.166666666666668,0.0001194764119174105,10.587858585120303,199.1217968982803,2.5220369281691098e-05,-0.9187067397076015
65.0,Male,Primary,Salaried,334190.25,38832.45,716.2,0,179,14.86,0,0,2023,6,28,2,1,1,False,True,False,False,False,False,True,0,1,0,-0.5184703642093207,0.08889700807387951,0.13286184607880575,0.11619828466484385,29.833333333333332,4.4465556773254836e-05,10.567037267607116,197.0595087784398,2.5750995597867304e-05,-0.4344581630619745
61.0,Female,Primary,Salaried,438415.32,49919.07,637.3,2,479,12.74,0,0,2018,6,18,0,1,0,True,False,False,True,False,False,False,0,3,1,-0.25133951501099505,0.13243394594633703,0.17429792989002632,0.11386225312050427,79.83333333333333,2.905913721460004e-05,10.818178405285916,223.42575948175715,2.003202319227517e-05,0.028595074310955242
49.0,Other,Post-Graduate,Salaried,266606.76,45632.1,618.5,4,157,24.29,0,0,2018,1,23,1,4,2,False,False,False,False,False,False,False,0,1,0,-0.6916881425757592,0.06066600563527375,0.10599311712621509,0.17115818384281087,26.166666666666668,9.110762567451149e-05,10.72838860937403,213.61671282931025,2.1913917748301124e-05,-0.8343613067560314
35.0,Female,Secondary,Unemployed,379388.36,150375.18,746.8,2,468,58.98,0,0,2018,10,8,0,2,0,False,False,True,False,False,True,False,0,3,1,-0.40262674322197733,0.10777718063718408,0.15083096496804002,0.3963610893041386,78.0,0.00015546034290471404,11.920895300295236,387.78238742882587,6.6499893799669605e-06,-0.21575052795181446
65.0,Other,Primary,Salaried,121375.63,99211.84,707.0,4,404,43.08,0,0,2024,4,19,4,1,2,True,False,False,False,False,False,False,0,3,1,-1.0639183083787893,0.0,0.04825452050374922,0.8173883226120217,67.33333333333333,0.00035492829220913445,11.505022720380786,314.979110418453,1.0079340536970819e-05,-2.336762233567646
21.0,Female,Primary,Salaried,678004.76,108060.99,667.0,1,360,81.64,0,0,2019,2,8,4,1,0,True,False,False,False,False,False,True,1,2,2,0.36273280526810164,0.23251534252565223,0.2695499466660611,0.15938063712025102,60.0,0.00012041195638219946,11.590460322923475,328.72631473613427,9.25394766466914e-06,0.734305697114434
45.0,Female,Primary,Salaried,923837.07,83630.93,728.7,2,221,36.73,1,0,2023,12,21,3,1,0,False,True,False,False,True,False,False,1,1,0,0.9928057208409673,0.3352045132550431,0.3672839007009776,0.09052552900315095,36.833333333333336,3.975804980628261e-05,11.33418066395216,289.19012777064154,1.195715559834623e-05,1.2080677632367607
27.0,Female,Secondary,Unemployed,581065.19,86434.27,760.2,0,301,91.47,0,0,2025,4,19,5,2,0,True,False,False,False,False,False,False,0,2,2,0.11427483200868774,0.19202170662334248,0.2310103117476707,0.14875116034543331,50.166666666666664,0.00015741752243406213,11.367151089086606,293.99705780840736,1.1569351261354305e-05,0.48977186466318606
29.0,Male,Graduate,Self-Employed,1721238.89,24166.62,666.1,2,453,71.27,0,0,2018,8,20,0,3,1,False,True,False,True,False,False,False,3,3,1,3.0365618471634566,0.6682955200226525,0.6843017606529048,0.01404023933003319,75.5,4.140619817961574e-05,10.092768999672456,155.45616745565292,4.1377678066768675e-05,2.0974701737181576
44.0,Male,Secondary,Unemployed,666141.73,127507.26,609.1,2,457,33.61,0,0,2025,2,5,2,2,1,False,False,True,False,False,True,False,1,3,1,0.3323276323287578,0.2275599128954385,0.2648336389165434,0.19141132111432035,76.16666666666667,5.045465256372309e-05,11.75593642579593,357.0815873158402,7.842629175553019e-06,0.7066127158957467
21.0,Female,Primary,Self-Employed,878249.31,49294.26,561.1,4,493,60.62,0,0,2018,3,20,1,1,0,False,False,True,True,False,False,False,1,3,1,0.8759634194460204,0.3161615759380953,0.34915987119324204,0.056127802562346944,82.16666666666667,6.902360216644841e-05,10.80558320936383,222.02310690556513,2.0285926070782464e-05,1.1320570244670591
64.0,Male,Graduate,Salaried,930072.39,71452.72,702.6,1,408,97.71,0,0,2020,11,24,1,3,1,False,False,False,True,False,False,False,1,3,1,1.0087869653402353,0.33780913361610304,0.36976283635542023,0.0768248191683024,68.0,0.00010505622572429472,11.176805246383397,267.30641593497154,1.3995072614833768e-05,1.2181285218127207
28.0,Female,Graduate,Salaried,121375.63,52511.05,850.0,5,457,51.82,0,0,2024,12,17,1,3,0,False,False,False,False,False,False,False,0,3,1,-1.0639183083787893,0.0,0.04825452050374922,0.4326289995034464,76.16666666666667,0.0004269355641197156,10.868797946052679,229.15289655598946,1.9043248168753648e-05,-2.336762233567646
44.0,Male,Secondary,Self-Employed,570463.19,80992.36,580.0,1,424,16.34,0,0,2021,2,7,6,2,1,False,False,False,False,False,True,False,0,3,1,0.0871017030944961,0.18759303494843935,0.22679534350090855,0.1419762386837989,70.66666666666667,2.8643340434743153e-05,11.302122454985774,284.591566986796,1.2346691136162273e-05,0.46021110318072583
31.0,Female,Graduate,Salaried,192960.16,109225.05,779.0,0,481,20.56,0,0,2021,9,6,0,3,0,True,False,False,False,True,False,False,0,3,1,-0.8804457879154974,0.029902318465596343,0.07671391692983781,0.5660468148097783,80.16666666666667,0.00010654993989463993,11.601174866957225,330.4921330379893,9.155325126194713e-06,-1.430442419726423
37.0,Male,Secondary,Salaried,217827.32,36091.1,619.2,3,244,61.73,0,0,2024,7,3,2,2,1,False,False,True,True,False,False,False,0,1,0,-0.8167107808970265,0.040289838473829116,0.0866001921408502,0.16568598610134805,40.666666666666664,0.00028338831241043403,10.49382928380766,189.9765775036491,2.770689430651029e-05,-1.2035782789879057
28.0,Male,Secondary,Salaried,241787.87,87284.18,637.3,1,230,12.53,0,0,2024,8,28,2,2,1,False,True,False,False,False,True,False,0,1,0,-0.7552994326603792,0.05029864899072214,0.09612603230543768,0.36099337409534193,38.333333333333336,5.182207104901065e-05,11.376935967966755,295.4389615470512,1.145669860565104e-05,-1.0115159242493945
55.0,Male,Graduate,Salaried,366726.1,53407.06,762.3,3,190,60.01,0,0,2021,10,19,1,3,1,False,False,False,False,True,False,False,0,1,0,-0.4350803579479736,0.10248789633212291,0.14579691254092755,0.1456316154437455,31.666666666666668,0.0001636366660658566,10.885716949888133,231.0996754649387,1.8723765663834262e-05,-0.2738734838433419
55.0,Female,Secondary,Salaried,653616.44,184429.24,657.0,4,52,48.55,0,0,2022,6,28,1,2,0,False,True,False,True,False,False,False,1,0,3,0.30022507433426276,0.2223278437534891,0.25985404076228125,0.2821669507472139,8.666666666666666,7.427892376923114e-05,12.125026567982733,429.4522557863679,5.422104314346715e-06,0.6767521625013041
48.0,Female,Post-Graduate,Salaried,574005.29,33515.46,702.3,0,470,22.62,0,0,2021,12,8,2,4,0,False,True,False,False,False,True,False,0,3,1,0.09618017318758804,0.18907264237530927,0.22820355318086108,0.058388663301930016,78.33333333333333,3.9407233673345285e-05,10.419791940427153,183.07228080733577,2.9836086507942665e-05,0.4701569747818804
25.0,Other,Primary,Self-Employed,439086.26,36251.59,700.6,1,390,75.09,1,0,2019,7,1,0,1,2,False,False,False,False,False,False,False,0,3,1,-0.24961988294971532,0.13271421127113986,0.17456467114596694,0.08256124306589992,65.0,0.0001710138435808864,10.498266106006376,190.39850314537662,2.758423605044495e-05,0.031151068508194036
62.0,Male,Graduate,Salaried,682562.97,56857.35,619.3,2,212,5.86,0,0,2022,9,26,0,3,1,False,False,True,True,False,False,False,1,1,0,0.37441558473876346,0.23441939982760093,0.2713621245958926,0.08329966493836467,35.333333333333336,8.585275897290625e-06,10.948318366141663,238.4477930281595,1.75875662941327e-05,0.7447986900787633
59.0,Other,Primary,Salaried,707923.84,38255.76,760.6,1,161,68.6,0,0,2024,9,5,3,1,2,False,False,False,True,False,False,False,1,1,0,0.4394159799364672,0.24501315257424308,0.2814446808834103,0.05403929603600292,26.833333333333332,9.690294240840595e-05,10.55207555566556,195.59079732952674,2.6139171220981598e-05,0.8017464054907405
61.0,Female,Graduate,Salaried,576986.71,62500.72,674.5,4,229,70.76,0,0,2021,8,9,0,3,0,False,True,False,False,False,True,False,0,1,0,0.10382160970969209,0.19031804232861896,0.22938885695658842,0.10832244589750448,38.166666666666664,0.00012263692756991307,11.042949355345824,250.00143999585282,1.5999559692117272e-05,0.4784740272097405
48.0,Male,Graduate,Salaried,157203.61,50537.97,555.0,1,148,29.96,0,0,2021,1,13,2,3,1,False,False,False,True,False,False,False,0,1,0,-0.9720905099185856,0.014966078116864297,0.062498417697262575,0.32147893118401555,24.666666666666668,0.00019057965284860286,10.830500000837402,224.8065168094555,1.9786711126087452e-05,-1.8234134260330324
27.0,Female,Graduate,Salaried,283906.53,77799.37,599.7,4,423,19.11,0,0,2020,6,27,5,3,0,False,True,False,False,True,False,False,0,3,1,-0.6473485009613594,0.06789247246995955,0.11287087426885688,0.27403066766140366,70.5,6.731064864676185e-05,11.261901465939236,278.9253842876263,1.2853409308978865e-05,-0.7217303178189854
29.0,Male,Primary,Salaried,449457.55,148101.1,461.59939,0,115,8.85,0,0,2021,5,9,6,1,1,False,True,False,True,False,False,False,0,0,3,-0.2230380681811371,0.13704651067268728,0.17868791751721402,0.32951002934530893,19.166666666666668,1.9690358543629885e-05,11.905657179763733,384.8390572693993,6.752098721084981e-06,0.07009997881969755
28.0,Male,Graduate,Salaried,686987.74,76871.9,684.7,0,322,16.12,0,0,2019,11,16,5,3,1,False,False,False,False,False,False,True,1,2,2,0.3857563549354856,0.23626771651944786,0.2731212516520354,0.11189688494748837,53.666666666666664,2.3464722289334758e-05,11.249908687662531,277.25782225214135,1.3008485435049284e-05,0.7549078023776034
32.0,Female,Graduate,Salaried,199356.95,81932.27,797.4,2,367,12.73,0,0,2025,2,1,5,3,0,True,False,False,False,True,False,False,0,2,2,-0.8640506927158171,0.032574388139554426,0.07925704716292643,0.41098070079472626,61.166666666666664,6.385499048319869e-05,11.313660414459495,286.2381351252834,1.2205054186168818e-05,-1.3690036928904217
54.0,Male,Graduate,Salaried,439412.06,209322.97,585.8,4,366,37.47,0,0,2024,6,2,6,3,1,False,False,False,False,False,True,False,0,2,2,-0.2487848513141519,0.13285030457727864,0.17469419733487423,0.47636947795771023,61.0,8.527284100295062e-05,12.251638426482478,457.51827285912856,4.777283748249185e-06,0.032390609506874654
53.0,Female,Graduate,Salaried,172927.09,66579.92,732.7,4,469,55.82,1,0,2023,10,5,3,3,0,True,False,False,False,True,False,False,0,3,1,-0.931790929743174,0.021534096463110823,0.06874949946755116,0.3850150660890316,78.16666666666667,0.0003227931332613458,11.106173328996901,258.030850868651,1.5019317846614315e-05,-1.639134925436538
68.0,Female,Graduate,Salaried,818763.69,54435.5,718.8,1,136,14.09,0,0,2022,8,3,2,3,0,False,True,False,False,False,False,True,1,0,0,0.7235006368766355,0.2913132189905334,0.32551055979549076,0.06648491399891708,22.666666666666668,1.7208851544391832e-05,10.904790163736122,233.3141658793996,1.837002746319106e-05,1.025762484094775
43.0,Female,Secondary,Salaried,511656.29,117847.73,612.3,3,117,51.09,1,0,2023,10,15,6,2,0,False,True,False,False,False,False,True,0,0,3,-0.06362150712470552,0.16302819319038805,0.2034158664031425,0.230325517300848,19.5,9.985199272739769e-05,11.67715713189552,343.2895716446976,8.485454191996809e-06,0.28389975759019
44.0,Male,Secondary,Salaried,197267.98,42821.82,818.3,1,328,26.63,0,0,2020,8,15,5,2,1,True,False,False,True,False,False,False,0,2,2,-0.8694047628071093,0.03170178275672831,0.07842654893443758,0.217073257032099,54.666666666666664,0.00013499334766165465,10.664826417051325,206.93433741165336,2.335203519992378e-05,-1.3888154196119211
57.0,Female,Secondary,Self-Employed,196489.23,40036.27,655.5,1,439,23.69,0,0,2022,8,10,2,2,0,False,True,False,True,False,False,False,0,3,1,-0.8714007139617902,0.03137648299566146,0.078116946357361,0.20375705194095398,73.16666666666667,0.00012056579098105794,10.597566049286488,200.09065445442474,2.4976727933747733e-05,-1.396262802339089
55.0,Female,Primary,Salaried,558192.48,91326.88,850.0,1,93,64.81,0,0,2023,4,17,0,1,0,True,False,False,False,False,False,False,0,0,3,0.055651638512468224,0.1824673090657804,0.22191695706295098,0.1636115133412164,15.5,0.00011610669476110686,11.422211386890305,302.2033752293313,1.0949558886070715e-05,0.4251995576281402
64.0,Female,Post-Graduate,Salaried,2515321.44,292456.77,532.8,2,165,90.11,0,0,2022,5,24,1,4,0,True,False,False,False,True,False,False,4,1,0,5.071810620947652,1.0,1.0,0.11627009140028982,27.5,3.582443291047807e-05,12.586075559162444,540.7927236936533,3.41929708347294e-06,2.6006895440003377
60.0,Male,Graduate,Salaried,229103.35,64655.99,655.8,3,338,49.3,0,0,2019,12,3,1,3,1,False,True,False,False,False,False,False,0,2,2,-0.787810100192415,0.045000066229569334,0.09108313011477373,0.2822119702223026,56.333333333333336,0.00021518578761162762,11.07685149900504,254.27542154128858,1.5466231879956057e-05,-1.1103195503984884
42.0,Male,Post-Graduate,Self-Employed,709249.37,82268.69,666.5,3,412,9.96,0,0,2024,12,8,6,4,1,False,False,True,False,False,False,True,1,3,1,0.44281333869610023,0.24556685349531784,0.28197166323203604,0.11599386264683938,68.66666666666667,1.4042995846445595e-05,11.317758032075167,286.8251906649763,1.2155144865624265e-05,0.8046581930258682
47.0,Female,Secondary,Unemployed,319546.27,142004.68,676.3,0,79,37.44,0,0,2020,3,31,1,2,0,True,False,False,True,False,False,False,0,0,3,-0.5560031652239258,0.08277991889883257,0.12703993410877937,0.4443933443712412,13.166666666666666,0.00011716576392594433,11.863622335783418,376.8350832924132,7.04197184225307e-06,-0.5127047703842079
55.0,Male,Post-Graduate,Self-Employed,724992.41,104498.99,744.5,0,285,18.86,0,0,2020,6,6,5,4,1,False,False,False,True,False,False,False,1,2,2,0.4831630515258754,0.25214304245257746,0.2882305213444211,0.14413784809437097,47.5,2.6014029562006636e-05,11.556942254693219,323.26303531334975,9.56937890616066e-06,0.8387702656959849
21.0,Female,Graduate,Self-Employed,666579.4,104981.1,850.0,0,416,101.97,0,0,2023,4,4,1,3,0,False,False,False,True,False,False,False,1,3,1,0.3334493889154278,0.2277427365826631,0.26500764053440423,0.15749202946861324,69.33333333333333,0.00015297479493846502,11.561545138416466,324.0078702747821,9.525433383405361e-06,0.7076444436809848
55.0,Female,Graduate,Salaried,485619.13,68416.23,721.0,1,11,52.31,0,0,2021,8,21,5,3,0,False,True,False,False,False,True,False,0,0,3,-0.13035524653608388,0.15215194031480606,0.19306444189494923,0.14088425453038778,1.8333333333333333,0.00010771793994618798,11.133379972473811,261.56496325004997,1.461620121130306e-05,0.19824174710826087
57.0,Female,Graduate,Self-Employed,147173.17,69354.43,682.2,2,117,16.54,0,0,2024,2,3,5,3,0,False,False,True,False,False,False,True,0,0,3,-0.9977987196135547,0.010776158713467286,0.05851068084562584,0.47124050368349274,19.5,0.00011238385105212414,11.146999721163752,263.3522925664403,1.4418481725223247e-05,-1.9524016260793284
